| min_x | final_x | max_x | max_abs_x | min_y | final_y | max_y | max_abs_y |
| -99 | -5 | 9 | 99 | -18 | 71 | 77 | 77 |
| -9 | 95 | 150 | 150 | -32 | 9 | 18 | 32 |
| -84 | -59 | 16 | 84 | -135 | -133 | 31 | 135 |
| -86 | -76 | 10 | 86 | -27 | 10 | 51 | 51 |
| -104 | -84 | 8 | 104 | -73 | -56 | 33 | 73 |
| -48 | -45 | 57 | 57 | -3 | 149 | 157 | 157 |
| -33 | 26 | 56 | 56 | -20 | 46 | 73 | 73 |
| -62 | 44 | 86 | 86 | -164 | -158 | 4 | 164 |
| -118 | -35 | 7 | 118 | -19 | 43 | 103 | 103 |
| -9 | 154 | 178 | 178 | -68 | 10 | 17 | 68 |
| -92 | -90 | 46 | 92 | -17 | 10 | 35 | 35 |
| -47 | 85 | 92 | 92 | -137 | -9 | 25 | 137 |
| -30 | -8 | 33 | 33 | -34 | 64 | 76 | 76 |
| -10 | 33 | 54 | 54 | -5 | 55 | 83 | 83 |
| -108 | -66 | 35 | 108 | -45 | -14 | 33 | 45 |
| -145 | -73 | 20 | 145 | -1 | 111 | 157 | 157 |
| -12 | 43 | 71 | 71 | -102 | 75 | 93 | 102 |
| -75 | -56 | 1 | 75 | -31 | 26 | 38 | 38 |
| -52 | -24 | 60 | 60 | -10 | 120 | 145 | 145 |
| -11 | 81 | 102 | 102 | 1 | 77 | 118 | 118 |
| -20 | 38 | 73 | 73 | -51 | 14 | 35 | 51 |
| -38 | 20 | 51 | 51 | -68 | 28 | 43 | 68 |
| -58 | 0 | 34 | 58 | -50 | -22 | 12 | 50 |
| -44 | -24 | 30 | 44 | -54 | 20 | 33 | 54 |
| -69 | 101 | 111 | 111 | -7 | 21 | 55 | 55 |
| -70 | 32 | 37 | 70 | -51 | 4 | 41 | 51 |
| -90 | -82 | 9 | 90 | -12 | 2 | 61 | 61 |
| -31 | 3 | 54 | 54 | -35 | 67 | 84 | 84 |
| -80 | -67 | 23 | 80 | -41 | -37 | 44 | 44 |
| -10 | 85 | 108 | 108 | -53 | -23 | 24 | 53 |
| -49 | -42 | 74 | 74 | -7 | 126 | 161 | 161 |
| -63 | 47 | 75 | 75 | -35 | 75 | 77 | 77 |
| -45 | 36 | 71 | 71 | -114 | -86 | 11 | 114 |
| -26 | 79 | 102 | 102 | -24 | 13 | 50 | 50 |
| -30 | 37 | 146 | 146 | -56 | -39 | 30 | 56 |
| -107 | -44 | 20 | 107 | -14 | 54 | 63 | 63 |
| -80 | -34 | 39 | 80 | -14 | -6 | 94 | 94 |
| -22 | 23 | 88 | 88 | -134 | -131 | 19 | 134 |
| -59 | -20 | 2 | 59 | -32 | 76 | 111 | 111 |
| -62 | -51 | 19 | 62 | -168 | -161 | 0 | 168 |
| -48 | -7 | 79 | 79 | -37 | 71 | 101 | 101 |
| -4 | 45 | 102 | 102 | -28 | -9 | 59 | 59 |
| -9 | 39 | 74 | 74 | -87 | -45 | 12 | 87 |
| -20 | 13 | 55 | 55 | -79 | -43 | 5 | 79 |
| -99 | -1 | 16 | 99 | -75 | -7 | 6 | 75 |
| -12 | 124 | 128 | 128 | 0 | 72 | 112 | 112 |
| -93 | -62 | 16 | 93 | -161 | -160 | -1 | 161 |
| -55 | -29 | 52 | 55 | -37 | 21 | 29 | 37 |
| -21 | 76 | 124 | 124 | -1 | 156 | 164 | 164 |
| -33 | -2 | 67 | 67 | -2 | 96 | 113 | 113 |
| -197 | -197 | 3 | 197 | -65 | -17 | 11 | 65 |
| -37 | 11 | 27 | 37 | -17 | 81 | 103 | 103 |
| -12 | 11 | 91 | 91 | -164 | -129 | 17 | 164 |
| -80 | 48 | 51 | 80 | -80 | 22 | 60 | 80 |
| -84 | -55 | 44 | 84 | -82 | -63 | 55 | 82 |
| -50 | -22 | 39 | 50 | -47 | 6 | 31 | 47 |
| -74 | -74 | 13 | 74 | -217 | -200 | 2 | 217 |
| -153 | -139 | 14 | 153 | -11 | 51 | 56 | 56 |
| -82 | -14 | 11 | 82 | -58 | -14 | 70 | 70 |
| -39 | 39 | 49 | 49 | 1 | 97 | 102 | 102 |
| -63 | 10 | 32 | 63 | -51 | 12 | 22 | 51 |
| -48 | -3 | 34 | 48 | -8 | 45 | 70 | 70 |
| -128 | -75 | 20 | 128 | -47 | 21 | 49 | 49 |
| -82 | -78 | 75 | 82 | -57 | -28 | 25 | 57 |
| -12 | 95 | 98 | 98 | -79 | -57 | 73 | 79 |
| -158 | -102 | 14 | 158 | -19 | 130 | 150 | 150 |
| -56 | -47 | 43 | 56 | -5 | 129 | 142 | 142 |
| -95 | -27 | 26 | 95 | -3 | 25 | 77 | 77 |
| -77 | 23 | 63 | 77 | -110 | 43 | 54 | 110 |
| -97 | -37 | 31 | 97 | -3 | 95 | 106 | 106 |
| -66 | -60 | 29 | 66 | -2 | 58 | 89 | 89 |
| -144 | -92 | 0 | 144 | -20 | 50 | 100 | 100 |
| -98 | 56 | 67 | 98 | -10 | 90 | 116 | 116 |
| -35 | 67 | 82 | 82 | -2 | 91 | 126 | 126 |
| -73 | -38 | 11 | 73 | -25 | 4 | 48 | 48 |
| -98 | -65 | 59 | 98 | -62 | -45 | 49 | 62 |
| -26 | 15 | 42 | 42 | -3 | 41 | 67 | 67 |
| -80 | -58 | 13 | 80 | -137 | -110 | 10 | 137 |
| -25 | 89 | 106 | 106 | -154 | -139 | -1 | 154 |
| -44 | -15 | 42 | 44 | -49 | -43 | 57 | 57 |
| -35 | -27 | 32 | 35 | -128 | -89 | 11 | 128 |
| -93 | -82 | 12 | 93 | -39 | -22 | 69 | 69 |
| -3 | 56 | 103 | 103 | -110 | -104 | 38 | 110 |
| -80 | -20 | 7 | 80 | -105 | -66 | 26 | 105 |
| -34 | 50 | 64 | 64 | -118 | -68 | 4 | 118 |
| -5 | 88 | 101 | 101 | -26 | 6 | 75 | 75 |
| -74 | -58 | 41 | 74 | -22 | 32 | 36 | 36 |
| -51 | 29 | 44 | 51 | -93 | -67 | 13 | 93 |
| -1 | 12 | 121 | 121 | -43 | -36 | 34 | 43 |
| -78 | -36 | 7 | 78 | -11 | 50 | 90 | 90 |
| -12 | 77 | 102 | 102 | -110 | -49 | 17 | 110 |
| -32 | 93 | 115 | 115 | -26 | 107 | 115 | 115 |
| -63 | 3 | 35 | 63 | -8 | 59 | 69 | 69 |
| -14 | 81 | 97 | 97 | -112 | -73 | 3 | 112 |
| -40 | -3 | 29 | 40 | -104 | -71 | 3 | 104 |
| -71 | -67 | 83 | 83 | -82 | 83 | 85 | 85 |
| -60 | -47 | 33 | 60 | -77 | -27 | 32 | 77 |
| -3 | 82 | 109 | 109 | -46 | -36 | 42 | 46 |
| -45 | 13 | 65 | 65 | -56 | -21 | 16 | 56 |
| -28 | 108 | 123 | 123 | -132 | -10 | 13 | 132 |
| -37 | -24 | 25 | 37 | -32 | 30 | 74 | 74 |
| -51 | 26 | 41 | 51 | -78 | -18 | 18 | 78 |
| -79 | -71 | 11 | 79 | -120 | -99 | 7 | 120 |
| -65 | 34 | 37 | 65 | -56 | -44 | 59 | 59 |
| -18 | 84 | 104 | 104 | -11 | 108 | 126 | 126 |
| -53 | -11 | 27 | 53 | -15 | 73 | 98 | 98 |
| -80 | -67 | 11 | 80 | -35 | 41 | 62 | 62 |
| -80 | -79 | 46 | 80 | -9 | 37 | 62 | 62 |
| -46 | -29 | 48 | 48 | -71 | -65 | 45 | 71 |
| -60 | 83 | 112 | 112 | -19 | 47 | 67 | 67 |
| -141 | -119 | 2 | 141 | -4 | 93 | 148 | 148 |
| -27 | 73 | 85 | 85 | -10 | 53 | 88 | 88 |
| -83 | -61 | 14 | 83 | -60 | -25 | 26 | 60 |
| -6 | 98 | 145 | 145 | -17 | 62 | 63 | 63 |
| -145 | -137 | 1 | 145 | -41 | -29 | 43 | 43 |
| -124 | -121 | 2 | 124 | -13 | 123 | 147 | 147 |
| -61 | -50 | 67 | 67 | -64 | -44 | 16 | 64 |
| -114 | -102 | 1 | 114 | -67 | -10 | 32 | 67 |
| -85 | -24 | 16 | 85 | -26 | 36 | 53 | 53 |
| -7 | 114 | 131 | 131 | -60 | -32 | 1 | 60 |
| -71 | 113 | 113 | 113 | -8 | 23 | 64 | 64 |
| -59 | 16 | 45 | 59 | -60 | -54 | 19 | 60 |
| -16 | 10 | 62 | 62 | -62 | -38 | 10 | 62 |
| -99 | -95 | 7 | 99 | -49 | 47 | 62 | 62 |
| -69 | -51 | 46 | 69 | -73 | -49 | 33 | 73 |
| -106 | -78 | 29 | 106 | -100 | -86 | 0 | 100 |
| -19 | 124 | 138 | 138 | -48 | 10 | 56 | 56 |
| -59 | -6 | 12 | 59 | -40 | 84 | 127 | 127 |
| -161 | -120 | 22 | 161 | -113 | -38 | 19 | 113 |
| -63 | -52 | 32 | 63 | -21 | 64 | 64 | 64 |
| 1 | 58 | 108 | 108 | -37 | 76 | 90 | 90 |
| -91 | -90 | 8 | 91 | -52 | -14 | 20 | 52 |
| -116 | -24 | 12 | 116 | -64 | -56 | 33 | 64 |
| -46 | 44 | 60 | 60 | -41 | 10 | 35 | 41 |
| -44 | 32 | 42 | 44 | -103 | -90 | 13 | 103 |
| -93 | 3 | 19 | 93 | -17 | 67 | 75 | 75 |
| -97 | -46 | 12 | 97 | -22 | -10 | 69 | 69 |
| -18 | -13 | 73 | 73 | -37 | 127 | 130 | 130 |
| -37 | 60 | 69 | 69 | -66 | -18 | 19 | 66 |
| -193 | -170 | 63 | 193 | -93 | -84 | 9 | 93 |
| -97 | -40 | 33 | 97 | -5 | 92 | 102 | 102 |
| -27 | 13 | 58 | 58 | -22 | 101 | 120 | 120 |
| -149 | -149 | 7 | 149 | -89 | -39 | 19 | 89 |
| -15 | 28 | 106 | 106 | -10 | 36 | 86 | 86 |
| -81 | -75 | 7 | 81 | -96 | -91 | 41 | 96 |
| -24 | 67 | 73 | 73 | -100 | -93 | 29 | 100 |
| -73 | -48 | 24 | 73 | -81 | -72 | 25 | 81 |
| -47 | -44 | 39 | 47 | -15 | 74 | 115 | 115 |
| -86 | 13 | 26 | 86 | -58 | -49 | 30 | 58 |
| -202 | -199 | 21 | 202 | -52 | -3 | 7 | 52 |
| -39 | 16 | 60 | 60 | -19 | 2 | 59 | 59 |
| -44 | 137 | 151 | 151 | -73 | -5 | 13 | 73 |
| -151 | -146 | 4 | 151 | -31 | 64 | 87 | 87 |
| -5 | 32 | 63 | 63 | -137 | -128 | 0 | 137 |
| -20 | 43 | 80 | 80 | -14 | 131 | 141 | 141 |
| -120 | -93 | 11 | 120 | -85 | -53 | 33 | 85 |
| -52 | 56 | 71 | 71 | -15 | -12 | 132 | 132 |
| -69 | -48 | 18 | 69 | -10 | 184 | 190 | 190 |
| -87 | -70 | 31 | 87 | -96 | -70 | 11 | 96 |
| -88 | -78 | 3 | 88 | -56 | -16 | 46 | 56 |
| -100 | -24 | 12 | 100 | -21 | 2 | 39 | 39 |
| -35 | 95 | 108 | 108 | -21 | 89 | 104 | 104 |
| -60 | 47 | 50 | 60 | -45 | 13 | 37 | 45 |
| -48 | -43 | 94 | 94 | -17 | 75 | 82 | 82 |
| -140 | -69 | 28 | 140 | -9 | 53 | 118 | 118 |
| -37 | 34 | 54 | 54 | -8 | 30 | 56 | 56 |
| -63 | -17 | 24 | 63 | -113 | -101 | 8 | 113 |
| -13 | 77 | 134 | 134 | -38 | 107 | 108 | 108 |
| -39 | 53 | 59 | 59 | -56 | -45 | 24 | 56 |
| -103 | -60 | 19 | 103 | -100 | -80 | 24 | 100 |
| -109 | -101 | 52 | 109 | -82 | -73 | 6 | 82 |
| -98 | -66 | 3 | 98 | -68 | 4 | 10 | 68 |
| -92 | -90 | 40 | 92 | -77 | -50 | 17 | 77 |
| -26 | 23 | 56 | 56 | -18 | 103 | 137 | 137 |
| -37 | -5 | 49 | 49 | -14 | 101 | 110 | 110 |
| -61 | -30 | 76 | 76 | -126 | -120 | 17 | 126 |
| -39 | 119 | 123 | 123 | -46 | -21 | 62 | 62 |
| -40 | -5 | 36 | 40 | -79 | -73 | 20 | 79 |
| -42 | 50 | 69 | 69 | -8 | 30 | 90 | 90 |
| -18 | 132 | 138 | 138 | -46 | 68 | 73 | 73 |
| -54 | -17 | 43 | 54 | -72 | -7 | 44 | 72 |
| -109 | -97 | 4 | 109 | -35 | 55 | 56 | 56 |
| -27 | 83 | 117 | 117 | 1 | 123 | 140 | 140 |
| -13 | 91 | 121 | 121 | -22 | -15 | 50 | 50 |
| -60 | -37 | 16 | 60 | -16 | 69 | 70 | 70 |
| -23 | -13 | 68 | 68 | -70 | -41 | 18 | 70 |
| -40 | -40 | 47 | 47 | -97 | -60 | 17 | 97 |
| -27 | 37 | 72 | 72 | -101 | -45 | 3 | 101 |
| -47 | -1 | 15 | 47 | -70 | -69 | 40 | 70 |
| -98 | -82 | 5 | 98 | -21 | 84 | 84 | 84 |
| -40 | 24 | 39 | 40 | -16 | 68 | 71 | 71 |
| -90 | -79 | 40 | 90 | -53 | -25 | 35 | 53 |
| -41 | 72 | 92 | 92 | 0 | 16 | 66 | 66 |
| -123 | -61 | 12 | 123 | -5 | 73 | 79 | 79 |
| -10 | 96 | 96 | 96 | -37 | -34 | 56 | 56 |
| -2 | 174 | 179 | 179 | -107 | -78 | 2 | 107 |
| -11 | 32 | 70 | 70 | -27 | -14 | 56 | 56 |
| -21 | 34 | 52 | 52 | -28 | 94 | 94 | 94 |
| -15 | 48 | 103 | 103 | -16 | 30 | 78 | 78 |
| -14 | 39 | 72 | 72 | -33 | -23 | 52 | 52 |
| -66 | -28 | 25 | 66 | -90 | -70 | 14 | 90 |
| -77 | -58 | 40 | 77 | -56 | -48 | 71 | 71 |
| -40 | -8 | 39 | 40 | -2 | 76 | 98 | 98 |
| -54 | -12 | 35 | 54 | -153 | -146 | 20 | 153 |
| -40 | -5 | 56 | 56 | -29 | 15 | 43 | 43 |
| -9 | 127 | 142 | 142 | -32 | 141 | 144 | 144 |
| -13 | 14 | 91 | 91 | -188 | -182 | 4 | 188 |
| -67 | -37 | 36 | 67 | -24 | 11 | 80 | 80 |
| -55 | 48 | 49 | 55 | -13 | 60 | 67 | 67 |
| -47 | -12 | 41 | 47 | -66 | -38 | 20 | 66 |
| -73 | -68 | 6 | 73 | -134 | -118 | 16 | 134 |
| -2 | 14 | 101 | 101 | -1 | 126 | 135 | 135 |
| -33 | 46 | 46 | 46 | -41 | -2 | 47 | 47 |
| -60 | 6 | 44 | 60 | -115 | -88 | 6 | 115 |
| -41 | 50 | 52 | 52 | -77 | -36 | 2 | 77 |
| -26 | 4 | 68 | 68 | -106 | -98 | 6 | 106 |
| -28 | 14 | 54 | 54 | -162 | -150 | 8 | 162 |
| -21 | 66 | 75 | 75 | -61 | 18 | 60 | 61 |
| -5 | 45 | 94 | 94 | -63 | -59 | 61 | 63 |
| -136 | -119 | 11 | 136 | 1 | 55 | 124 | 124 |
| -107 | -60 | 30 | 107 | -14 | 170 | 181 | 181 |
| -34 | 115 | 132 | 132 | -159 | -135 | 28 | 159 |
| -82 | -66 | 13 | 82 | -45 | -10 | 34 | 45 |
| -122 | -90 | 12 | 122 | -55 | 18 | 37 | 55 |
| -10 | 69 | 113 | 113 | -66 | -63 | 51 | 66 |
| -33 | -25 | 40 | 40 | -3 | 77 | 128 | 128 |
| -58 | -28 | 9 | 58 | -50 | 30 | 39 | 50 |
| -22 | 94 | 97 | 97 | -11 | 84 | 114 | 114 |
| -51 | 42 | 55 | 55 | -151 | -150 | 13 | 151 |
| -88 | -86 | 12 | 88 | -88 | -58 | 27 | 88 |
| -75 | 2 | 20 | 75 | -82 | -38 | 18 | 82 |
| -93 | -58 | 7 | 93 | -35 | 32 | 72 | 72 |
| -65 | -27 | 31 | 65 | -7 | 9 | 80 | 80 |
| -27 | 42 | 88 | 88 | -38 | 34 | 58 | 58 |
| -15 | 63 | 85 | 85 | -31 | 115 | 122 | 122 |
| -54 | -4 | 13 | 54 | -60 | 0 | 16 | 60 |
| -101 | -95 | 15 | 101 | -5 | 47 | 82 | 82 |
| -80 | -59 | 10 | 80 | -99 | -57 | 14 | 99 |
| -105 | -61 | 20 | 105 | -2 | 171 | 171 | 171 |
| -77 | -76 | 33 | 77 | -84 | -62 | 12 | 84 |
| -61 | -15 | 28 | 61 | -87 | 11 | 23 | 87 |
| -252 | -246 | 10 | 252 | -62 | 50 | 73 | 73 |
| -128 | -79 | 1 | 128 | -91 | -49 | 20 | 91 |
| -95 | -84 | 20 | 95 | -63 | -40 | 32 | 63 |
| -113 | -86 | 0 | 113 | -112 | -62 | 4 | 112 |
| -68 | -64 | 56 | 68 | -31 | -12 | 54 | 54 |
| -11 | 50 | 60 | 60 | -1 | 74 | 80 | 80 |
| -29 | 76 | 81 | 81 | -139 | -122 | 20 | 139 |
| -64 | -9 | 23 | 64 | -63 | -23 | 31 | 63 |
| -45 | -37 | 57 | 57 | -72 | -15 | 5 | 72 |
| -1 | 124 | 130 | 130 | -29 | 110 | 116 | 116 |
| -67 | -15 | 14 | 67 | -72 | -55 | 22 | 72 |
| -51 | -22 | 48 | 51 | -115 | -62 | 32 | 115 |
| -70 | -32 | 25 | 70 | -58 | 44 | 45 | 58 |
| -72 | -43 | 5 | 72 | -43 | 21 | 33 | 43 |
| -193 | -187 | 22 | 193 | -9 | 93 | 130 | 130 |
| -11 | 74 | 98 | 98 | -103 | -98 | 28 | 103 |
| -84 | -75 | 7 | 84 | -18 | 85 | 130 | 130 |
| -70 | -3 | 15 | 70 | -56 | 79 | 88 | 88 |
| -58 | -56 | 32 | 58 | -17 | 10 | 36 | 36 |
| -14 | 82 | 119 | 119 | -13 | 34 | 96 | 96 |
| -110 | 5 | 23 | 110 | -33 | 57 | 89 | 89 |
| -49 | 79 | 83 | 83 | -12 | 15 | 52 | 52 |
| -88 | -81 | 39 | 88 | -74 | -59 | 5 | 74 |
| -46 | -43 | 12 | 46 | -12 | 41 | 73 | 73 |
| -152 | -141 | 49 | 152 | -21 | -1 | 38 | 38 |
| -99 | -91 | 35 | 99 | -45 | -15 | 64 | 64 |
| -53 | -29 | 4 | 53 | -20 | 13 | 114 | 114 |
| -32 | 128 | 152 | 152 | -30 | 16 | 31 | 31 |
| -56 | -7 | 21 | 56 | -77 | -39 | 32 | 77 |
| -69 | -25 | 17 | 69 | -95 | -93 | 9 | 95 |
| -243 | -237 | 9 | 243 | -88 | -57 | -1 | 88 |
| -12 | 142 | 155 | 155 | -56 | -54 | 62 | 62 |
| -129 | -101 | 2 | 129 | -120 | -83 | 22 | 120 |
| -101 | -82 | 23 | 101 | -42 | -22 | 71 | 71 |
| -99 | -98 | 26 | 99 | -62 | -48 | 47 | 62 |
| -10 | 74 | 102 | 102 | -66 | -4 | 69 | 69 |
| -45 | 6 | 62 | 62 | -14 | 34 | 69 | 69 |
| -189 | -179 | 16 | 189 | -87 | -41 | 43 | 87 |
| -172 | -168 | 5 | 172 | -81 | -56 | 11 | 81 |
| -28 | 44 | 93 | 93 | -4 | 18 | 87 | 87 |
| -69 | -35 | 9 | 69 | -56 | 15 | 75 | 75 |
| -95 | -82 | 34 | 95 | -52 | -34 | 53 | 53 |
| -24 | 125 | 128 | 128 | -43 | 15 | 20 | 43 |
| -19 | 35 | 49 | 49 | -19 | 43 | 103 | 103 |
| -65 | -33 | 11 | 65 | -69 | -23 | 28 | 69 |
| -79 | -55 | 5 | 79 | -40 | 59 | 71 | 71 |
| -16 | 21 | 68 | 68 | -132 | -3 | 13 | 132 |
| -41 | -2 | 25 | 41 | -36 | 0 | 45 | 45 |
| -79 | -65 | 0 | 79 | -149 | -139 | 13 | 149 |
| -32 | 67 | 70 | 70 | -42 | 5 | 39 | 42 |
| -17 | -15 | 71 | 71 | -59 | -5 | 22 | 59 |
| -22 | -1 | 70 | 70 | -58 | -33 | 18 | 58 |
| -83 | -36 | 0 | 83 | -98 | -86 | 16 | 98 |
| -10 | 71 | 103 | 103 | -57 | -27 | 19 | 57 |
| -39 | 23 | 86 | 86 | -122 | -121 | 4 | 122 |
| -17 | 74 | 90 | 90 | -4 | 12 | 108 | 108 |
| -38 | 46 | 49 | 49 | -39 | -16 | 67 | 67 |
| -106 | -90 | 31 | 106 | -16 | -8 | 67 | 67 |
| -39 | 9 | 29 | 39 | -87 | -27 | 12 | 87 |
| -44 | 83 | 97 | 97 | -20 | 75 | 101 | 101 |
| -56 | -27 | 18 | 56 | -66 | -23 | 7 | 66 |
| -129 | -129 | 3 | 129 | -35 | 15 | 44 | 44 |
| -72 | -41 | 9 | 72 | -6 | 33 | 76 | 76 |
| -35 | -21 | 60 | 60 | -101 | -33 | 10 | 101 |
| -86 | -86 | 50 | 86 | -23 | 138 | 148 | 148 |
| -32 | -15 | 63 | 63 | -43 | 9 | 20 | 43 |
| -84 | 97 | 114 | 114 | -79 | -75 | 45 | 79 |
| -70 | -55 | 45 | 70 | -47 | 29 | 44 | 47 |
| -19 | 9 | 34 | 34 | -1 | 31 | 83 | 83 |
| -63 | -62 | 37 | 63 | -68 | 2 | 19 | 68 |
| -18 | -15 | 66 | 66 | -67 | -9 | 38 | 67 |
| -163 | -128 | 10 | 163 | -148 | -108 | 11 | 148 |
| -113 | -84 | 17 | 113 | -161 | -148 | 6 | 161 |
| -71 | -46 | 28 | 71 | -54 | -36 | 50 | 54 |
| -1 | 40 | 69 | 69 | -94 | -78 | 22 | 94 |
| -32 | 15 | 52 | 52 | -56 | -9 | 23 | 56 |
| -70 | 35 | 65 | 70 | -8 | 123 | 163 | 163 |
| -22 | 31 | 67 | 67 | -70 | -57 | 21 | 70 |
| -20 | 15 | 43 | 43 | -86 | -65 | 49 | 86 |
| -121 | -65 | 21 | 121 | -73 | 9 | 17 | 73 |
| -42 | 40 | 42 | 42 | -59 | -16 | 61 | 61 |
| -14 | 131 | 137 | 137 | -7 | 35 | 79 | 79 |
| -85 | -26 | 10 | 85 | -135 | -102 | 14 | 135 |
| -1 | 37 | 105 | 105 | -48 | -1 | 28 | 48 |
| -80 | -47 | 7 | 80 | -63 | -39 | 12 | 63 |
| -11 | 56 | 113 | 113 | -88 | -68 | 58 | 88 |
| -4 | 176 | 183 | 183 | -21 | 74 | 86 | 86 |
| -16 | 17 | 36 | 36 | -18 | 9 | 42 | 42 |
| -46 | -41 | 59 | 59 | -19 | 197 | 220 | 220 |
| -13 | 26 | 50 | 50 | -124 | -54 | 1 | 124 |
| -64 | -4 | 18 | 64 | -115 | -36 | 19 | 115 |
| -109 | -100 | 5 | 109 | -73 | -68 | 38 | 73 |
| -8 | 36 | 79 | 79 | -169 | -164 | 15 | 169 |
| -25 | 60 | 65 | 65 | 0 | 116 | 130 | 130 |
| -48 | 85 | 97 | 97 | -69 | -31 | 44 | 69 |
| -50 | -9 | 71 | 71 | -68 | -11 | 30 | 68 |
| -41 | 2 | 41 | 41 | -27 | 12 | 27 | 27 |
| -126 | -100 | 4 | 126 | -42 | -34 | 48 | 48 |
| -56 | -40 | 26 | 56 | -92 | -90 | 38 | 92 |
| -63 | -7 | 49 | 63 | -27 | -15 | 76 | 76 |
| -10 | 83 | 115 | 115 | -55 | -1 | 18 | 55 |
| -89 | -20 | 21 | 89 | -67 | -22 | 27 | 67 |
| -48 | 7 | 17 | 48 | -54 | -11 | 21 | 54 |
| -102 | -84 | 21 | 102 | -28 | 170 | 182 | 182 |
| -86 | -12 | 10 | 86 | -32 | 8 | 47 | 47 |
| -5 | 55 | 102 | 102 | -58 | -3 | 32 | 58 |
| -173 | -118 | 26 | 173 | -249 | -228 | 3 | 249 |
| -71 | 38 | 46 | 71 | -55 | -24 | 37 | 55 |
| -1 | 130 | 132 | 132 | -7 | 22 | 54 | 54 |
| -118 | -108 | 13 | 118 | -24 | 68 | 76 | 76 |
| -50 | 25 | 28 | 50 | -49 | -13 | 41 | 49 |
| -93 | -53 | 18 | 93 | -37 | -11 | 17 | 37 |
| -38 | -25 | 12 | 38 | -53 | -17 | 39 | 53 |
| -123 | -106 | 23 | 123 | -99 | -76 | 34 | 99 |
| -29 | 81 | 103 | 103 | -139 | -91 | 1 | 139 |
| -2 | 84 | 88 | 88 | -36 | -26 | 31 | 36 |
| -48 | -5 | 30 | 48 | -169 | -121 | 2 | 169 |
| -95 | -63 | 40 | 95 | -52 | 5 | 65 | 65 |
| -60 | 25 | 44 | 60 | -28 | 55 | 76 | 76 |
| -125 | -108 | 2 | 125 | -23 | 8 | 39 | 39 |
| -15 | 114 | 123 | 123 | -6 | 16 | 55 | 55 |
| -56 | -50 | 13 | 56 | -41 | 2 | 35 | 41 |
| -84 | 21 | 24 | 84 | -5 | 53 | 84 | 84 |
| -33 | -6 | 39 | 39 | -8 | 184 | 210 | 210 |
| -34 | 25 | 65 | 65 | -11 | 101 | 123 | 123 |
| -33 | 41 | 66 | 66 | -16 | 97 | 129 | 129 |
| -72 | -24 | 31 | 72 | -142 | -120 | 7 | 142 |
| -95 | -69 | 25 | 95 | -13 | 111 | 113 | 113 |
| -56 | -9 | 23 | 56 | -11 | 137 | 137 | 137 |
| -29 | 27 | 48 | 48 | -122 | -91 | 19 | 122 |
| -53 | 7 | 20 | 53 | 1 | 89 | 109 | 109 |
| -99 | -89 | 38 | 99 | -56 | 57 | 73 | 73 |
| -62 | -60 | 8 | 62 | -8 | 56 | 60 | 60 |
| -2 | -1 | 63 | 63 | -49 | -31 | 29 | 49 |
| -26 | -4 | 92 | 92 | -95 | -90 | 31 | 95 |
| -95 | -32 | 12 | 95 | -19 | 24 | 76 | 76 |
| -24 | -16 | 35 | 35 | -148 | -148 | 22 | 148 |
| -73 | -34 | 21 | 73 | -41 | 14 | 37 | 41 |
| -54 | 5 | 61 | 61 | -68 | 21 | 21 | 68 |
| -2 | 39 | 95 | 95 | -59 | 37 | 45 | 59 |
| -42 | 26 | 52 | 52 | -103 | -78 | 36 | 103 |
| -103 | -99 | 29 | 103 | -118 | -97 | 6 | 118 |
| -22 | 58 | 85 | 85 | -12 | 84 | 119 | 119 |
| -78 | 1 | 17 | 78 | -24 | 43 | 63 | 63 |
| -13 | 50 | 116 | 116 | -109 | -74 | 6 | 109 |
| -21 | 61 | 74 | 74 | -5 | 67 | 73 | 73 |
| -10 | 44 | 78 | 78 | -98 | -90 | 41 | 98 |
| -5 | 83 | 97 | 97 | -36 | 53 | 66 | 66 |
| -135 | -116 | 3 | 135 | -29 | 54 | 88 | 88 |
| -52 | 82 | 90 | 90 | -55 | -36 | 54 | 55 |
| -46 | -22 | 60 | 60 | -66 | -46 | 22 | 66 |
| -34 | -1 | 59 | 59 | -49 | 3 | 26 | 49 |
| -13 | -2 | 59 | 59 | -16 | 36 | 50 | 50 |
| -38 | 3 | 36 | 38 | -37 | -25 | 50 | 50 |
| -90 | -76 | 32 | 90 | -145 | -102 | 0 | 145 |
| -73 | 15 | 26 | 73 | -95 | -3 | 44 | 95 |
| -21 | 23 | 38 | 38 | -94 | -71 | 17 | 94 |
| -165 | -143 | 23 | 165 | -60 | 23 | 58 | 60 |
| -15 | 70 | 107 | 107 | -123 | -108 | 7 | 123 |
| -153 | -101 | 12 | 153 | -35 | 7 | 37 | 37 |
| -93 | -65 | 26 | 93 | -24 | 43 | 64 | 64 |
| -58 | -48 | 52 | 58 | -53 | -16 | 33 | 53 |
| -23 | -1 | 35 | 35 | -49 | 89 | 89 | 89 |
| -10 | 34 | 51 | 51 | -18 | 88 | 100 | 100 |
| -46 | 10 | 58 | 58 | -5 | 166 | 204 | 204 |
| -15 | 28 | 61 | 61 | -82 | -80 | 40 | 82 |
| -65 | 49 | 55 | 65 | -46 | 11 | 44 | 46 |
| -171 | -151 | 0 | 171 | -25 | 71 | 124 | 124 |
| -26 | 15 | 65 | 65 | -16 | 77 | 86 | 86 |
